"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"America","Sister Golden Hair","No",FALSE,0.241,0.626,4,-10.418,"1",0.118,0.653,3.38e-06,0.706,0.548,140.092,"4",277.853,16,1,1975,FALSE,TRUE,TRUE,FALSE
"Andy Williams","Happy Holiday / The Holiday Season","No",FALSE,0.505,0.451,9,-10.193,"0",0.0329,0.727,0,0.233,0.744,74.347,"4",156.867,21,18,2019,TRUE,FALSE,FALSE,TRUE
"Bruce Cockburn","Wondering Where The Lions Are","No",FALSE,0.556,0.675,4,-9.871,"1",0.0356,0.371,0,0.971,0.708,72.888,"4",321.24,17,21,1980,TRUE,TRUE,TRUE,FALSE
"Bruce Cockburn","If I Had A Rocket Launcher","No",FALSE,0.604,0.88,4,-6.339,"0",0.041,0.0191,0.000103,0.654,0.396,97.979,"4",329.627,3,88,1985,TRUE,FALSE,FALSE,FALSE
"Henry Mancini","Banzai Pipeline","No",FALSE,0.562,0.476,3,-9.456,"1",0.0533,0.51,0.00477,0.252,0.756,145.579,"4",151.533,1,93,1963,FALSE,TRUE,FALSE,FALSE
"Alabama","Close Enough to Perfect","No",FALSE,0.558,0.286,7,-15.668,"1",0.0276,0.183,0,0.156,0.452,135.683,"4",213.867,12,65,1982,FALSE,FALSE,TRUE,TRUE
"Ty Herndon","It Must Be Love - Single Version","No",FALSE,0.625,0.799,4,-4.58,"1",0.0348,0.262,0,0.176,0.728,115.952,"4",212.067,10,38,1998,TRUE,FALSE,FALSE,TRUE
"Ty Herndon","A Man Holdin' On (To a Woman Lettin' Go)","No",FALSE,0.606,0.403,9,-7.95,"1",0.0288,0.555,1.23e-06,0.0954,0.202,128.122,"4",217.16,10,81,1998,FALSE,TRUE,TRUE,FALSE
"Ty Herndon","Hands Of A Working Man","No",FALSE,0.607,0.628,0,-7.161,"1",0.0283,0.0697,0,0.322,0.353,89.284,"4",227.133,14,47,1999,TRUE,TRUE,FALSE,FALSE
"Incubus","Megalomaniac - Live at Annexet, Stockholm, Sweden - April 2004","No",FALSE,0.42,0.962,0,-4.503,"1",0.243,0.177,0.00663,0.533,0.121,140.149,"4",337.4,20,55,2004,TRUE,TRUE,FALSE,FALSE
"Incubus","Wish You Were Here - Live at Annexet, Stockholm, Sweden - April 2004","No",FALSE,0.338,0.921,9,-5.581,"1",0.0853,0.0459,0.000413,0.98,0.493,171.975,"4",247.293,20,60,2001,TRUE,FALSE,TRUE,TRUE
"Incubus","Drive - Live at Annexet, Stockholm, Sweden - April 2004","No",FALSE,0.327,0.642,2,-8.286,"1",0.038,0.469,0.0259,0.485,0.174,165.146,"4",279.333,39,9,2001,TRUE,TRUE,TRUE,TRUE
"Clay Walker","Fall","No",FALSE,0.55,0.543,0,-6.986,"1",0.0287,0.193,0,0.0994,0.208,138.003,"4",217.08,18,55,2007,TRUE,FALSE,TRUE,TRUE
"Boz Scaggs","What Can I Say","No",FALSE,0.724,0.598,7,-6.522,"1",0.0325,0.116,0.00725,0.0556,0.786,114.987,"4",180.693,14,42,1976,TRUE,FALSE,FALSE,TRUE
"Boz Scaggs","It's Over","No",FALSE,0.579,0.728,0,-6.904,"1",0.0326,0.274,1.51e-06,0.256,0.869,132.863,"4",169.76,10,38,1976,FALSE,TRUE,FALSE,FALSE
"Boz Scaggs","Lido Shuffle","No",FALSE,0.593,0.783,10,-4.716,"1",0.0358,0.0165,7.26e-05,0.167,0.646,141.345,"4",221.613,17,11,1977,TRUE,TRUE,TRUE,FALSE
"Stephen Stills","Turn Back The Pages","No",FALSE,0.372,0.746,9,-10.653,"1",0.0799,0.19,0,0.107,0.462,153.296,"4",243.8,3,84,1975,FALSE,FALSE,TRUE,FALSE
"Los Bravos","Black Is Black","No",FALSE,0.597,0.752,2,-8.427,"1",0.0452,0.255,7.85e-06,0.0714,0.895,128.081,"4",175.36,12,4,1966,FALSE,FALSE,TRUE,TRUE
"Johnny Horton","North To Alaska","No",FALSE,0.647,0.371,0,-14.437,"1",0.0389,0.718,0,0.345,0.916,83.312,"4",169.56,23,4,1960,TRUE,FALSE,TRUE,TRUE
"Johnny Horton","Sink the Bismark","No",FALSE,0.679,0.565,3,-12.405,"1",0.0896,0.68,2.64e-05,0.0509,0.965,115.432,"4",194.4,18,3,1960,TRUE,TRUE,TRUE,FALSE
"Johnny Horton","Sleepy-Eyed John - Single Version","No",FALSE,0.649,0.556,0,-13.943,"1",0.0808,0.522,1.81e-06,0.0799,0.881,103.093,"4",159.067,7,54,1961,TRUE,TRUE,FALSE,FALSE
"Sponge","Molly (Sixteen Candles)","No",FALSE,0.504,0.775,1,-7.844,"1",0.0331,0.0614,2.26e-05,0.307,0.842,101.827,"4",215,18,55,1995,FALSE,FALSE,TRUE,TRUE
"Sammy Hagar","Eagles Fly","No",FALSE,0.411,0.519,6,-5.317,"1",0.028,0.695,6.83e-06,0.083,0.331,81.208,"4",287,13,82,1987,TRUE,FALSE,FALSE,TRUE
"Sammy Hagar","I Can't Drive 55 (Live)","No",FALSE,0.389,0.948,10,-5.126,"0",0.0494,5.64e-05,0.037,0.94,0.354,137.058,"4",306.362,16,26,1984,TRUE,FALSE,TRUE,TRUE
"José Feliciano","Feliz Navidad","No",FALSE,0.513,0.831,2,-9.004,"1",0.0383,0.55,0,0.336,0.963,148.837,"4",182.067,37,6,2017,TRUE,FALSE,FALSE,TRUE
"Hugh Masekela","Grazing In The Grass","No",FALSE,0.791,0.71,7,-6.604,"0",0.0305,0.798,0.941,0.292,0.935,109.983,"4",174.067,12,1,1968,FALSE,TRUE,TRUE,FALSE
"Johnny Cash","The Little Drummer Boy","No",FALSE,0.718,0.33,0,-18.979,"0",0.0384,0.958,0.000318,0.11,0.491,60.029,"4",152.093,3,63,1960,TRUE,FALSE,FALSE,FALSE
"Mahalia Jackson","Silent Night, Holy Night","No",FALSE,0.235,0.0259,3,-20.835,"1",0.0342,0.986,0.0385,0.14,0.0969,78.805,"5",301.56,1,99,1962,FALSE,FALSE,FALSE,TRUE
"Peter Brown","You Should Do It","No",FALSE,0.848,0.37,0,-15.463,"0",0.05,0.0109,6e-04,0.0639,0.771,109.585,"4",229.813,8,54,1978,FALSE,FALSE,TRUE,TRUE
"Peter Brown","Dance with Me","No",FALSE,0.912,0.42,10,-14.798,"1",0.0507,0.117,0.000717,0.0424,0.9,108.53,"4",319.227,28,8,1978,TRUE,TRUE,TRUE,FALSE
"The Five Americans","Zip Code","No",FALSE,0.4,0.446,9,-8.624,"1",0.0276,0.0283,0.000269,0.0653,0.963,143.408,"4",152.827,7,36,1967,FALSE,FALSE,TRUE,FALSE
"The Five Americans","Evol-Not Love","No",FALSE,0.523,0.72,7,-8.766,"1",0.0506,0.487,0,0.208,0.735,119.019,"4",143.613,9,52,1966,FALSE,TRUE,FALSE,FALSE
"The Five Americans","7:30 Guided Tour","No",FALSE,0.484,0.407,0,-11.957,"1",0.0289,0.818,0.000151,0.253,0.63,144.336,"4",160,2,96,1968,TRUE,FALSE,FALSE,FALSE
"The Gregg Allman Band","I'm No Angel","No",FALSE,0.621,0.773,4,-12.157,"1",0.0475,0.144,0,0.161,0.856,140.748,"4",222.893,10,49,1987,FALSE,TRUE,FALSE,FALSE
"Buck Owens","I've Got a Tiger By the Tail","No",FALSE,0.639,0.575,4,-7.122,"1",0.0321,0.521,0.000384,0.0678,0.962,96.87,"4",133.12,9,25,1965,TRUE,FALSE,FALSE,FALSE
"Joe Simon","Teenager's Prayer","No",FALSE,0.256,0.331,10,-15.044,"1",0.0384,0.798,6.56e-06,0.535,0.63,188.737,"3",148.333,7,66,1966,FALSE,TRUE,TRUE,FALSE
"Joe Simon","The Chokin' Kind","No",FALSE,0.695,0.44,8,-15.637,"1",0.0905,0.249,0.0016,0.08,0.729,98.069,"4",160.867,12,13,1969,TRUE,TRUE,FALSE,FALSE
"Joe Simon","Farther On Down the Road","No",FALSE,0.47,0.49,2,-11.63,"1",0.0915,0.0649,1.19e-06,0.0574,0.644,176.523,"4",187.067,8,56,1970,FALSE,TRUE,FALSE,FALSE
"Joe Simon","It's Hard to Get Along","No",FALSE,0.567,0.556,1,-11.985,"1",0.0466,0.124,0,0.397,0.761,145.111,"4",177.093,3,87,1969,FALSE,FALSE,FALSE,TRUE
"Joe Simon","(You Keep Me) Hangin' On","No",FALSE,0.59,0.374,7,-13.498,"1",0.0248,0.389,0,0.0757,0.639,96.753,"4",164.827,15,25,1968,FALSE,TRUE,TRUE,FALSE
"Joe Simon","Message from Maria","No",FALSE,0.512,0.391,7,-14.067,"1",0.0284,0.376,0,0.258,0.726,92.251,"4",200.293,4,75,1968,FALSE,FALSE,TRUE,TRUE
"Joe Simon","My Special Prayer","No",FALSE,0.652,0.44,7,-12.349,"1",0.0349,0.178,2.74e-06,0.12,0.567,104.571,"4",164.027,5,87,1967,TRUE,FALSE,FALSE,FALSE
"Joe Simon","Yours Love","No",FALSE,0.412,0.45,7,-12.48,"1",0.0307,0.626,1.58e-05,0.266,0.8,82.576,"4",181.893,7,78,1970,FALSE,FALSE,TRUE,FALSE
"Ciara","Oh (feat. Ludacris)","No",FALSE,0.8,0.496,7,-7.135,"1",0.0506,0.000298,0,0.0697,0.357,128.29,"4",256.347,23,2,2005,TRUE,TRUE,TRUE,FALSE
"Ciara","And I","No",FALSE,0.691,0.389,6,-10.125,"1",0.0653,0.255,0,0.0981,0.437,122.219,"4",233.84,1,96,2005,FALSE,FALSE,FALSE,TRUE
"Marie Osmond","Paper Roses - Re-Recorded In Stereo","No",FALSE,0.447,0.465,8,-9.628,"1",0.0377,0.485,0,0.125,0.551,116.995,"4",160.907,16,5,1973,FALSE,FALSE,TRUE,TRUE
"Survivor","Burning Heart - From ""Rocky IV"" Soundtrack","No",FALSE,0.651,0.665,9,-7.43,"0",0.0269,0.221,7.91e-06,0.0403,0.647,97.996,"4",230.72,22,2,1985,TRUE,FALSE,FALSE,TRUE
"John Cafferty","Hearts On Fire - From ""Rocky IV"" Soundtrack","No",FALSE,0.576,0.896,7,-8.026,"1",0.04,0.0317,0,0.211,0.617,136.586,"4",252.92,6,76,1986,TRUE,TRUE,FALSE,FALSE
"Survivor","Eye of the Tiger","No",FALSE,0.817,0.599,0,-9.249,"0",0.0328,0.132,0.00031099999999999,0.0873,0.548,108.873,"4",245.64,25,1,1982,FALSE,TRUE,TRUE,TRUE
"James Brown","Living in America - From ""Rocky IV"" Soundtrack","No",FALSE,0.754,0.854,0,-7.114,"1",0.0363,0.00148,0.00692,0.0675,0.761,113.908,"4",282.84,19,4,1985,TRUE,TRUE,FALSE,TRUE
"Robert Tepper","No Easy Way Out - From ""Rocky IV"" Soundtrack","No",FALSE,0.543,0.829,4,-7.916,"0",0.0497,0.00146,4.91e-05,0.289,0.64,126.195,"4",262.027,16,22,1986,TRUE,TRUE,FALSE,FALSE
"Survivor","Man Against the World","No",FALSE,0.628,0.462,5,-7.035,"1",0.0261,0.463,0,0.337,0.253,97.61,"4",215.8,5,86,1987,FALSE,TRUE,FALSE,FALSE
"Imajin","Shorty (You Keep Playin' With My Mind) (feat. Keith Murray) - Main Pass","No",FALSE,0.848,0.698,11,-4.885,"0",0.241,0.0181,4.07e-06,0.203,0.895,101.074,"4",294.96,20,25,1998,FALSE,TRUE,TRUE,TRUE
"The Tubes","Tip of My Tongue (Live)","No",FALSE,0.538,0.862,11,-6.687,"1",0.0766,0.016,1.39e-05,0.836,0.774,122.652,"4",306,7,52,1983,FALSE,FALSE,TRUE,FALSE
"The Tubes","She's a Beauty (Live)","No",FALSE,0.596,0.933,2,-5.75,"1",0.0535,0.0202,0.0067,0.575,0.55,109.853,"4",271,20,10,1983,FALSE,TRUE,TRUE,FALSE
"Five Finger Death Punch","Blue on Black","No",FALSE,0.536,0.844,7,-5.605,"1",0.0266,0.00105,1.43e-05,0.0899,0.473,77.996,"4",274.615,1,66,2019,FALSE,TRUE,FALSE,FALSE
"Bob Dylan","Hurricane","No",FALSE,0.509,0.827,0,-7.715,"1",0.079,0.0409,0,0.12,0.743,135.601,"4",512.733,11,33,1975,TRUE,FALSE,FALSE,TRUE
"Bob Dylan","Mozambique","No",FALSE,0.726,0.863,7,-8.191,"1",0.0293,0.0451,0.000153,0.109,0.821,127.68,"4",180.8,5,54,1976,TRUE,TRUE,FALSE,FALSE
"Eddie Money","Can't Keep a Good Man Down","No",FALSE,0.554,0.629,2,-12.195,"1",0.0324,0.00163,0,0.116,0.534,120.959,"4",217.587,5,63,1979,FALSE,TRUE,FALSE,FALSE
"Eddie Money","Maybe I'm a Fool","No",FALSE,0.678,0.487,0,-13.761,"0",0.0312,0.0501,8.59e-05,0.0754,0.824,96.056,"4",184.4,13,22,1979,TRUE,TRUE,FALSE,FALSE
"Etta James","At Last","No",FALSE,0.373,0.376,5,-13.162,"1",0.036,0.198,0.00347,0.107,0.153,172.595,"3",280.227,8,47,1961,TRUE,FALSE,FALSE,FALSE
"Sue Thompson","Sad Movies (Make Me Cry)","No",FALSE,0.602,0.258,2,-10.778,"1",0.0281,0.897,5.1e-06,0.221,0.574,106.978,"4",200.067,14,5,1961,FALSE,FALSE,TRUE,TRUE
"Sue Thompson","Norman","No",FALSE,0.708,0.465,9,-11.001,"1",0.0324,0.79,0,0.111,0.964,127.243,"4",141.907,16,3,1961,TRUE,FALSE,FALSE,TRUE
"Sue Thompson","James (Hold The Ladder Steady)","No",FALSE,0.738,0.554,10,-10.492,"1",0.0366,0.765,0,0.0874,0.965,137.982,"4",136.627,10,17,1962,FALSE,FALSE,TRUE,TRUE
"Sue Thompson","Paper Tiger","No",FALSE,0.817,0.556,2,-11.618,"1",0.0294,0.619,0,0.105,0.855,132.292,"4",150.067,10,23,1965,TRUE,FALSE,FALSE,FALSE
"Sue Thompson","Have A Good Time","No",FALSE,0.584,0.204,2,-13.872,"1",0.0308,0.876,0.0541,0.176,0.194,103.197,"3",197.173,11,31,1962,FALSE,TRUE,TRUE,FALSE
"Sue Thompson","Two Of A Kind","No",FALSE,0.407,0.133,10,-15.349,"1",0.0298,0.887,2.05e-05,0.106,0.393,77.575,"4",171.467,9,42,1962,TRUE,TRUE,FALSE,FALSE
"Andy Williams","Battle Hymn of the Republic (with The St. Charles Borromeo Choir)","No",FALSE,0.183,0.344,10,-12.852,"1",0.034,0.976,0.000152,0.103,0.345,80.265,"4",208.44,13,33,1968,TRUE,FALSE,FALSE,TRUE
"Bob Dylan","Rainy Day Women #12 & 35 - Live at Sony Music Studios, New York, NY - November 1994","No",FALSE,0.616,0.968,4,-8.071,"1",0.0519,0.347,0.36,0.971,0.49,110.497,"4",211,10,2,1966,FALSE,TRUE,FALSE,FALSE
"Bob Dylan","Knockin' on Heaven's Door - Live at Sony Music Studios, New York, NY - November 1994","No",FALSE,0.538,0.637,9,-10.009,"1",0.056,0.641,0.0167,0.887,0.537,73.219,"4",330.6,16,12,1973,FALSE,FALSE,TRUE,TRUE
"Bob Dylan","Like a Rolling Stone - Live at Sony Music Studios, New York, NY - November 1994","No",FALSE,0.357,0.828,9,-9.822,"1",0.0565,0.536,0.0268,0.315,0.636,168.808,"4",549.76,12,2,1965,FALSE,FALSE,TRUE,TRUE
"KRS-One","MC's Act Like They Don't Know","No",TRUE,0.855,0.798,1,-4.018,"1",0.237,0.0101,0.000615,0.628,0.855,90.429,"4",295.933,11,57,1995,FALSE,FALSE,TRUE,TRUE
"TLC","Get It Up - From The Columbia Motion Picture ""Poetic Justice""","No",FALSE,0.745,0.701,5,-9.302,"0",0.0477,0.0104,0.0161,0.428,0.793,105.09,"4",263.893,17,42,1993,FALSE,FALSE,TRUE,TRUE
"Mista Grimm","Indo Smoke","No",FALSE,0.785,0.556,0,-11.7,"0",0.271,0.0288,0,0.482,0.601,98.836,"4",322.227,20,56,1993,TRUE,FALSE,TRUE,TRUE
"Stevie Wonder","Never Dreamed You'd Leave In Summer","No",FALSE,0.199,0.249,0,-12.402,"1",0.0295,0.706,1.94e-05,0.153,0.14,168.739,"4",173.2,4,78,1971,FALSE,TRUE,TRUE,FALSE
"Newsong","The Christmas Shoes","No",FALSE,0.407,0.403,4,-9.198,"1",0.0328,0.67,0,0.102,0.264,131.9,"4",292.173,2,42,2000,TRUE,FALSE,FALSE,TRUE
"Craig Morgan","Wake up Lovin' You","No",FALSE,0.538,0.652,8,-3.521,"1",0.0308,0.362,6.03e-06,0.083,0.515,75.028,"4",198.84,2,99,2014,FALSE,TRUE,FALSE,FALSE
"Craig Morgan","This Ole Boy","No",FALSE,0.567,0.918,11,-2.729,"1",0.0643,0.0548,3.8e-05,0.0648,0.766,114.101,"4",262.147,9,87,2012,FALSE,TRUE,FALSE,FALSE
"Craig Morgan","International Harvester","No",FALSE,0.501,0.889,2,-3.023,"1",0.113,0.324,1.85e-06,0.552,0.558,190.86,"4",230.84,18,67,2007,TRUE,TRUE,FALSE,TRUE
"Craig Morgan","Tough","No",FALSE,0.573,0.53,8,-5.184,"1",0.0258,0.232,0,0.133,0.191,133.877,"4",193.293,8,76,2007,FALSE,FALSE,TRUE,FALSE
"Craig Morgan","Little Bit of Life","No",FALSE,0.65,0.801,0,-3.841,"1",0.031,0.162,0,0.132,0.716,96.966,"4",236.547,13,75,2006,TRUE,FALSE,FALSE,TRUE
"Craig Morgan","Redneck Yacht Club","No",FALSE,0.505,0.9,7,-3.441,"1",0.0461,0.412,4.55e-06,0.388,0.683,167.934,"4",224.307,19,45,2005,FALSE,FALSE,TRUE,TRUE
"Craig Morgan","That's What I Love About Sunday","No",FALSE,0.537,0.69,8,-3.908,"1",0.0273,0.223,0,0.127,0.352,140.07,"4",197.733,20,51,2005,TRUE,TRUE,FALSE,FALSE
"Craig Morgan","Almost Home","No",FALSE,0.57,0.563,8,-4.121,"1",0.0254,0.224,0,0.115,0.254,76.015,"4",286.973,14,59,2003,FALSE,TRUE,TRUE,FALSE
"Evelyn ""Champagne"" King","Shame - 12"" Version","No",FALSE,0.71,0.833,11,-8.533,"0",0.0405,0.00788,0.0162,0.0486,0.884,133.716,"4",393.893,19,9,1978,FALSE,TRUE,TRUE,TRUE
"Evelyn ""Champagne"" King","I Don't Know If It's Right - 7"" Version","No",FALSE,0.693,0.735,4,-9.097,"0",0.053,0.05,5.05e-05,0.0582,0.763,114.339,"4",225.733,16,23,1979,TRUE,TRUE,FALSE,FALSE
"Evelyn ""Champagne"" King","Music Box - 7"" Version","No",FALSE,0.815,0.829,5,-8.167,"1",0.0408,0.216,2.3e-06,0.0656,0.933,131.616,"4",236.24,6,75,1979,FALSE,TRUE,FALSE,FALSE
"Evelyn ""Champagne"" King","Action - 7"" Version","No",FALSE,0.922,0.495,0,-10.315,"1",0.057,0.0335,0.00104,0.0621,0.961,119.759,"4",205.04,7,75,1984,TRUE,FALSE,FALSE,FALSE
"Evelyn ""Champagne"" King","Your Personal Touch - Dance Version","No",FALSE,0.725,0.783,10,-9.315,"0",0.0517,0.0378,0.00772,0.0389,0.93,111.045,"4",290.907,4,86,1986,TRUE,FALSE,FALSE,FALSE
"Davie Allan & The Arrows","Blues Theme - From The Wild Angels","No",FALSE,0.176,0.593,9,-12.915,"1",0.0363,0.289,0.905,0.0842,0.778,177.006,"4",130.947,17,37,1967,FALSE,TRUE,TRUE,FALSE
"Davie Allan & The Arrows","Devil's Angels","No",FALSE,0.142,0.618,10,-13.444,"1",0.062,0.00303,0.899,0.0808,0.576,158.101,"4",129.76,1,97,1967,FALSE,FALSE,TRUE,FALSE
"Davie Allan & The Arrows","Theme From The Wild Angels","No",FALSE,0.337,0.605,7,-11.326,"1",0.0398,0.505,0.86,0.0991,0.623,72.896,"4",95.867,2,99,1966,FALSE,FALSE,FALSE,TRUE
"Basia","New Day For You","No",FALSE,0.54,0.875,9,-6.049,"0",0.0946,0.674,0.000612,0.975,0.372,109.763,"4",309.6,11,53,1988,TRUE,FALSE,FALSE,TRUE
"Basia","Time and Tide","No",FALSE,0.306,0.668,2,-5.427,"1",0.0455,0.654,6.21e-05,0.859,0.432,201.879,"3",233.8,20,26,1988,FALSE,FALSE,TRUE,TRUE
"Dave Mason","We Just Disagree","No",FALSE,0.624,0.388,4,-8.465,"1",0.0242,0.336,0,0.0918,0.445,85.925,"4",180.133,19,12,1977,TRUE,FALSE,TRUE,TRUE
"Dave Mason","Let It Go, Let It Flow","No",FALSE,0.598,0.876,2,-7.552,"1",0.0727,0.0669,0,0.108,0.916,120.979,"4",194.733,8,45,1978,TRUE,FALSE,FALSE,FALSE
"Bow Wow","Let Me Hold You (feat. Omarion)","No",FALSE,0.815,0.662,6,-8.244,"1",0.199,0.0915,0.00040899999999999,0.0898,0.611,151.518,"4",248.493,24,4,2005,FALSE,TRUE,TRUE,TRUE
"Bow Wow","Fresh Azimiz (feat. J-Kwon & Jermaine Dupri)","No",FALSE,0.768,0.602,10,-5.656,"0",0.312,0.0701,0,0.232,0.506,160.133,"4",271.133,20,23,2005,TRUE,TRUE,FALSE,TRUE
"Bow Wow","Like You (feat. Ciara)","No",FALSE,0.714,0.6,6,-8.365,"1",0.0876,0.0465,0,0.0646,0.504,82.017,"4",205.84,21,3,2005,FALSE,FALSE,TRUE,TRUE
"Andy Williams","The Village of St. Bernadette","No",FALSE,0.241,0.176,8,-12.834,"1",0.031,0.946,6.91e-06,0.239,0.263,82.989,"3",198.76,13,7,1960,TRUE,FALSE,FALSE,FALSE
"Andy Williams","Quiet Nights of Quiet Stars (Corcovado)","No",FALSE,0.332,0.283,2,-13.524,"0",0.0335,0.697,0.0536,0.183,0.232,114.955,"4",180.16,3,92,1965,FALSE,FALSE,FALSE,TRUE
"Andy Williams","Music to Watch Girls By","No",FALSE,0.432,0.574,8,-10.491,"1",0.0333,0.738,0.000194,0.51,0.606,157.483,"4",154.24,8,34,1967,TRUE,TRUE,FALSE,FALSE
"Andy Williams","(Where Do I Begin) Love Story","No",FALSE,0.324,0.453,6,-10.845,"1",0.0314,0.63,0.000708,0.377,0.305,84.2,"4",190.133,13,9,1971,TRUE,TRUE,FALSE,FALSE
"Johnny Nash","Stir It Up","No",FALSE,0.654,0.373,2,-13.281,"1",0.111,0.12,0.0337,0.14,0.819,84.621,"4",184.8,14,12,1973,TRUE,TRUE,FALSE,FALSE
"Johnny Nash","Hold Me Tight","No",FALSE,0.766,0.176,3,-20.756,"0",0.0945,0.605,2.31e-05,0.0656,0.687,90.404,"4",163.373,15,5,1968,FALSE,FALSE,TRUE,TRUE
"Johnny Nash","Cupid","No",FALSE,0.639,0.25,0,-15.329,"1",0.0406,0.673,0,0.687,0.65,87.697,"4",205.067,14,39,1969,TRUE,FALSE,FALSE,TRUE
"Marty Robbins","Don't Worry","No",FALSE,0.5,0.261,4,-14.45,"1",0.0295,0.835,0.000153,0.206,0.44,102.084,"4",189.8,15,3,1961,TRUE,TRUE,FALSE,FALSE
"Marty Robbins","Ruby Ann","No",FALSE,0.595,0.527,6,-15.82,"1",0.0519,0.612,0,0.176,0.863,156.562,"4",118.907,10,18,1962,TRUE,FALSE,FALSE,TRUE
"Marty Robbins","Devil Woman","No",FALSE,0.68,0.23,4,-16.257,"1",0.0552,0.915,6.68e-06,0.146,0.568,144.861,"4",171.733,11,16,1962,FALSE,FALSE,TRUE,TRUE
"Marty Robbins","El Paso","No",FALSE,0.575,0.575,2,-11.089,"1",0.0334,0.781,8.01e-05,0.27,0.772,105.252,"3",279.4,22,1,1960,TRUE,TRUE,FALSE,FALSE
"Marty Robbins","Big Iron","No",FALSE,0.639,0.468,1,-12.834,"0",0.0453,0.764,0,0.219,0.564,115.071,"4",234.56,10,26,1960,TRUE,TRUE,FALSE,FALSE
"Marty Robbins","I Walk Alone","No",FALSE,0.434,0.194,0,-16.716,"1",0.0381,0.758,0.00217,0.105,0.321,116.076,"3",197.907,8,65,1968,FALSE,FALSE,FALSE,TRUE
"Marty Robbins","My Woman, My Woman, My Wife","No",FALSE,0.309,0.214,0,-16.655,"1",0.0316,0.926,3.14e-06,0.125,0.318,92.673,"3",210.667,8,42,1970,TRUE,TRUE,FALSE,FALSE
"Chevelle","Vitamin R (Leading Us Along)","No",FALSE,0.481,0.88,4,-4.55,"1",0.0717,0.00465,6.02e-05,0.204,0.289,95.023,"3",223.173,12,68,2004,TRUE,FALSE,FALSE,TRUE
"Jimmy Dean","To A Sleeping Beauty - Re-Recorded In Stereo","No",FALSE,0.532,0.315,7,-11.323,"1",0.0966,0.48,3.01e-06,0.119,0.486,83.983,"4",323.213,9,26,1962,TRUE,FALSE,FALSE,FALSE
"David Bowie","Let's Dance - Demo","No",FALSE,0.886,0.773,10,-5.765,"0",0.0601,0.00491,8.62e-05,0.214,0.426,114.008,"4",318.816,20,1,1983,TRUE,TRUE,TRUE,FALSE
"Shannon","Give Me Tonight - 2000 AD Mix","No",FALSE,0.741,0.973,9,-5.86,"0",0.0473,0.166,0.155,0.105,0.298,131.994,"4",632.227,13,46,1984,TRUE,TRUE,FALSE,FALSE
"Lee Brice","Hard To Love","No",FALSE,0.638,0.722,9,-6.177,"1",0.0332,0.0119,0.00808,0.189,0.469,103.017,"4",224.293,23,27,2012,FALSE,TRUE,TRUE,TRUE
"Lee Brice","A Woman Like You","No",FALSE,0.592,0.584,7,-7.422,"1",0.0305,0.245,0,0.0862,0.371,160.048,"4",209.787,20,33,2011,TRUE,TRUE,FALSE,TRUE
"Lee Brice","Parking Lot Party","No",FALSE,0.54,0.86,1,-5.763,"1",0.081,0.00646,0,0.629,0.856,171.72,"4",207.893,20,62,2013,FALSE,FALSE,TRUE,TRUE
"Lee Brice","I Drive Your Truck","No",FALSE,0.51,0.649,11,-6.215,"1",0.0348,0.0978,0.00206,0.119,0.118,141.963,"4",234.84,20,47,2013,TRUE,TRUE,FALSE,FALSE
"Hank Locklin","Please Help Me, I'm Falling","No",FALSE,0.552,0.336,7,-10.712,"1",0.0311,0.828,0,0.324,0.553,105.479,"4",141.467,22,8,1960,FALSE,TRUE,TRUE,TRUE
"Brenda And The Tabulations","Dry Your Eyes","No",FALSE,0.205,0.355,0,-10.25,"1",0.0306,0.712,0.00635,0.406,0.362,170.701,"3",164.133,11,20,1967,TRUE,TRUE,FALSE,FALSE
"Brenda And The Tabulations","Just Once in a Lifetime","No",FALSE,0.202,0.38,0,-12.041,"1",0.0339,0.198,0.000644,0.295,0.493,172.819,"3",174.053,2,97,1967,FALSE,FALSE,TRUE,FALSE
"Brenda And The Tabulations","Stay Together Young Lovers","No",FALSE,0.21,0.249,10,-13.516,"1",0.0326,0.893,5.99e-05,0.131,0.154,169.216,"3",192.667,7,66,1967,FALSE,TRUE,TRUE,FALSE
"Brenda And The Tabulations","When You're Gone","No",FALSE,0.459,0.317,11,-13.828,"0",0.0248,0.29,9.63e-05,0.754,0.453,78.918,"3",155.04,7,58,1967,FALSE,FALSE,FALSE,TRUE
"Boz Scaggs","JoJo","No",FALSE,0.678,0.618,5,-7.304,"0",0.0325,0.261,0.002,0.12,0.887,94.851,"4",352.067,17,17,1980,FALSE,TRUE,TRUE,TRUE
"Boz Scaggs","Miss Sun","No",FALSE,0.735,0.665,9,-8.426,"1",0.028,0.215,0.0596,0.0793,0.729,103.549,"4",331.293,17,14,1980,TRUE,FALSE,FALSE,TRUE
"Boz Scaggs","Hard Times","No",FALSE,0.751,0.611,9,-7.187,"0",0.0328,0.0055,0.431,0.131,0.542,100.48,"4",270.387,6,58,1977,FALSE,FALSE,FALSE,TRUE
"Boz Scaggs","Dinah Flo","No",FALSE,0.593,0.7,5,-6.704,"1",0.0264,0.297,0.000992,0.101,0.768,138.737,"4",182.347,4,86,1972,FALSE,FALSE,TRUE,TRUE
